word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
flickering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flinch,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
fling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flipper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flirt,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
flirting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
float,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flog,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
flood,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
floor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flop,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
flora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
florist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flounder,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
flour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flowering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flowery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fluctuate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluctuating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluctuation,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
flue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluffy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluidity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluke,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fluorescence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluorescent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flurry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flustered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluvial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flying,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
flywheel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foamy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
focal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
focus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fodder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foe,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foggy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foiled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foliage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
folklore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follicular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
folly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fondling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fondness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
font,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
food,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
fool,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fooling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foolish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foolishness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
football,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
footbridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
footing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
footpath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
footprint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbearance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbid,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forbidding,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
force,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
forced,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
forceps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forcibly,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forearm,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
foreboding,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
forecast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
forecaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreclose,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
forefathers,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
forefinger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foregoing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foregone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forehead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreigner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foreman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forensic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forerunner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foresee,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
foreseen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
foresight,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forethought,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forewarned,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
foreword,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forfeit,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forfeited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forfeiture,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
forge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgetful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgetfulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgiven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgiving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
forgotten,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
fork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forlorn,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
form,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formalism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
formation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
formed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formidable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
forming,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
formless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
formulary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formulate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fornication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forsake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forsaken,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forsooth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
forte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forthcoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forthwith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortitude,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
fortnightly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortress,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
fortuitous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortunate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fortune,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
forty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fossil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fossils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foul,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
found,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foundry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fountain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourfold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fowl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fractional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fracture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fragile,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
fragility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fragment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fragmentary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fragrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fragrant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frailty,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
framework,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
franchise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frankness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
frantic,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
fraternal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
fraternity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fraud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fraudulent,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fraught,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
fray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frayed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
freak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freakish,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
freedom,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
freehold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freely,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
freeway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freeze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freezer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freezing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frenetic,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
frenzied,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
frenzy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frequent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frequently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fresco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freshman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fret,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
friction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friend,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
friendliness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
friendly,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
friendship,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
frigate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fright,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
frighten,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
frightened,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
frightful,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
frigid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fringe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fringed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frisky,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
frivolous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frolic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
front,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fronting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontispiece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frostbite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frosted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frosty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
froth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frothy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
frowning,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
frozen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruitful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruitless,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
frustrate,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
frustrated,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frustration,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fudge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fugitive,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
fulcrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fulfill,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fulfillment,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fullness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fully,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fumble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fumigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuming,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
function,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
functional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fundamental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fundamentally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funeral,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fungus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
funk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
funnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furious,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
furiously,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furlough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnace,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furniture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furrow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
furtherance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fury,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
fuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuss,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fussy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
futile,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
futility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
future,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuzz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuzzy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaby,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gag,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gaggle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
gainful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galaxy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gall,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gallant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallantry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galloping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallows,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
galore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galvanic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gamble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gambler,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
gambling,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gamut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gang,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gaol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gape,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
garbled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garden,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gardener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gardening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garish,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
garlic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garnet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garnish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
garter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaseous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gash,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gasification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gasp,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gasping,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
gastric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gastronomy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gateway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gatherer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gathering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gaunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauntlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gauze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gawk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gaze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazebo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gazette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gazetteer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gelatin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
geld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
